timestamp,symbol,open,close,high,low,volume,trade_count,vwap
2023-08-07 04:00:00+00:00,MMM,98.91,98.19,99.43,97.87,2509442,47380,98.31
2023-08-08 04:00:00+00:00,MMM,97.33,97.16,97.42,95.69,2912542,52203,96.62
2023-08-09 04:00:00+00:00,MMM,96.95,96.77,97.69,96.49,2145106,38593,96.98
2023-08-10 04:00:00+00:00,MMM,97.11,96.95,98.77,96.46,2202326,42828,97.25
2023-08-11 04:00:00+00:00,MMM,96.88,97.56,97.78,96.52,1628691,31053,97.36
2023-08-14 04:00:00+00:00,MMM,97.19,96.5,97.33,96.02,3062084,39699,96.5
2023-08-15 04:00:00+00:00,MMM,95.69,94.37,96.0,94.17,3345188,52470,94.5
2023-08-16 04:00:00+00:00,MMM,94.03,94.05,94.93,93.74,2853395,48646,94.16
2023-08-17 04:00:00+00:00,MMM,94.46,94.99,95.85,94.34,3404065,55812,95.21
2023-08-18 04:00:00+00:00,MMM,94.69,94.72,95.17,94.31,2634380,46273,94.68
2023-08-21 04:00:00+00:00,MMM,94.71,93.94,94.8,93.32,2303282,44033,93.94
2023-08-22 04:00:00+00:00,MMM,94.4,93.3,94.44,92.92,2590599,44643,93.38
2023-08-23 04:00:00+00:00,MMM,93.53,94.38,94.88,92.53,3265062,47178,94.01
2023-08-24 04:00:00+00:00,MMM,94.02,93.29,95.34,93.28,1900047,34365,93.72
2023-08-25 04:00:00+00:00,MMM,93.74,93.72,94.15,92.84,2188617,30914,93.64
2023-08-28 04:00:00+00:00,MMM,99.74,98.61,100.06,97.16,7638458,97317,98.57
2023-08-29 04:00:00+00:00,MMM,99.44,99.99,101.2,99.33,5243160,82765,100.41
2023-08-30 04:00:00+00:00,MMM,99.91,98.92,100.25,98.13,3273941,49120,98.8
2023-08-31 04:00:00+00:00,MMM,100.34,101.03,102.6,99.91,6506053,81248,101.5
2023-09-01 04:00:00+00:00,MMM,101.62,101.29,102.57,100.5,3640685,51989,101.43
2023-09-05 04:00:00+00:00,MMM,101.15,101.2,102.53,100.75,4864288,70688,101.62
2023-09-06 04:00:00+00:00,MMM,100.89,100.74,101.16,99.77,2684254,45157,100.66
2023-09-07 04:00:00+00:00,MMM,100.56,100.35,101.14,99.41,2906871,49046,100.13
2023-09-08 04:00:00+00:00,MMM,100.46,100.62,100.76,99.84,2774698,45635,100.36
2023-09-11 04:00:00+00:00,MMM,101.34,102.18,102.5,101.14,2841427,47574,102.06
2023-09-12 04:00:00+00:00,MMM,101.86,101.49,103.04,101.4,3196623,55531,101.93
2023-09-13 04:00:00+00:00,MMM,101.47,95.7,101.78,95.19,7575060,108512,96.96
2023-09-14 04:00:00+00:00,MMM,96.22,96.91,98.09,95.86,4184064,61327,96.94
2023-09-15 04:00:00+00:00,MMM,96.5,95.71,96.99,95.33,6002352,53659,95.92
2023-09-18 04:00:00+00:00,MMM,95.71,95.7,96.51,94.81,4298608,48455,95.85
2023-09-19 04:00:00+00:00,MMM,95.67,94.93,95.89,94.59,2669578,50308,94.99
2023-09-20 04:00:00+00:00,MMM,94.76,93.75,95.56,93.74,2457435,47488,94.38
2023-09-21 04:00:00+00:00,MMM,93.34,92.33,93.97,92.25,3556802,54362,92.83
2023-09-22 04:00:00+00:00,MMM,92.43,91.91,92.63,91.49,3489187,50092,92.01
2023-09-25 04:00:00+00:00,MMM,91.46,89.78,91.77,88.8,4444242,75848,89.8
2023-09-26 04:00:00+00:00,MMM,89.37,88.91,90.08,88.67,3478186,58535,89.25
2023-09-27 04:00:00+00:00,MMM,89.15,88.52,89.38,88.17,3067949,46464,88.69
2023-09-28 04:00:00+00:00,MMM,88.13,88.33,88.88,87.52,4083452,61345,88.3
2023-09-29 04:00:00+00:00,MMM,89.03,88.67,89.35,88.41,3044673,44628,88.79
2023-10-02 04:00:00+00:00,MMM,87.75,85.45,87.92,84.59,8213754,123021,85.64
2023-10-03 04:00:00+00:00,MMM,85.0,84.09,85.18,83.49,5375110,89750,84.15
2023-10-04 04:00:00+00:00,MMM,83.91,83.36,84.16,82.69,6521347,88402,83.29
2023-10-05 04:00:00+00:00,MMM,83.35,83.18,83.57,81.97,4860196,67364,82.83
2023-10-06 04:00:00+00:00,MMM,82.78,83.72,84.49,81.76,4458087,63821,83.57
2023-10-09 04:00:00+00:00,MMM,83.41,84.34,84.37,83.3,2359836,40598,83.97
2023-10-10 04:00:00+00:00,MMM,85.24,85.85,86.18,84.49,3708863,65356,85.65
2023-10-11 04:00:00+00:00,MMM,86.0,85.61,86.17,85.0,2121245,38882,85.5
2023-10-12 04:00:00+00:00,MMM,85.74,84.31,85.74,83.78,2338046,42582,84.5
2023-10-13 04:00:00+00:00,MMM,84.48,83.99,85.1,83.59,2349558,42450,84.06
2023-10-16 04:00:00+00:00,MMM,84.22,85.18,85.37,83.87,2664756,42567,84.97
2023-10-17 04:00:00+00:00,MMM,84.45,85.76,86.22,84.37,2120204,37743,85.58
2023-10-18 04:00:00+00:00,MMM,84.97,83.72,85.05,83.47,2687378,47608,84.04
2023-10-19 04:00:00+00:00,MMM,83.35,82.45,84.11,82.42,3066337,49515,82.94
2023-10-20 04:00:00+00:00,MMM,82.12,81.97,82.7,81.82,2555439,46563,82.12
2023-10-23 04:00:00+00:00,MMM,81.45,81.07,82.24,80.83,3476629,60996,81.49
2023-10-24 04:00:00+00:00,MMM,85.34,85.35,86.03,83.74,6417968,82921,85.18
2023-10-25 04:00:00+00:00,MMM,84.67,84.66,85.62,84.0,3861732,53288,84.67
2023-10-26 04:00:00+00:00,MMM,85.01,83.96,85.76,83.63,3866187,48633,84.26
2023-10-27 04:00:00+00:00,MMM,84.41,82.89,84.52,82.37,3312820,49441,83.09
2023-10-30 04:00:00+00:00,MMM,83.4,84.78,84.98,83.14,2643542,42039,84.42
2023-10-31 04:00:00+00:00,MMM,84.75,86.14,86.73,84.68,4645212,54338,86.12
2023-11-01 04:00:00+00:00,MMM,86.34,85.77,86.52,84.83,3496647,41266,85.6
2023-11-02 04:00:00+00:00,MMM,86.75,87.43,87.51,86.22,2629104,42048,87.12
2023-11-03 04:00:00+00:00,MMM,88.57,88.9,89.8,88.15,2731137,45532,89.18
2023-11-06 05:00:00+00:00,MMM,88.87,88.57,88.95,88.05,2155654,39885,88.54
2023-11-07 05:00:00+00:00,MMM,88.0,88.22,88.51,87.67,2204168,35183,88.12
2023-11-08 05:00:00+00:00,MMM,88.46,87.44,88.46,86.44,3463638,50673,87.27
2023-11-09 05:00:00+00:00,MMM,87.68,86.85,88.28,86.8,2124245,36031,87.26
2023-11-10 05:00:00+00:00,MMM,87.13,87.9,88.14,86.81,2395591,37061,87.69
2023-11-13 05:00:00+00:00,MMM,87.8,87.79,88.2,87.05,2133210,35767,87.78
2023-11-14 05:00:00+00:00,MMM,89.03,89.95,90.44,88.96,3321450,53493,89.92
2023-11-15 05:00:00+00:00,MMM,90.39,91.7,92.06,90.39,3790180,50916,91.66
2023-11-16 05:00:00+00:00,MMM,92.24,92.07,92.78,91.3,3061754,42890,92.0
2023-11-17 05:00:00+00:00,MMM,92.6,91.71,92.68,91.39,7587196,41172,91.83
2023-11-20 05:00:00+00:00,MMM,91.4,91.37,91.63,90.87,3333564,47029,91.34
2023-11-21 05:00:00+00:00,MMM,91.02,90.41,91.15,90.17,2708676,37863,90.52
2023-11-22 05:00:00+00:00,MMM,91.36,91.74,92.14,91.03,2394281,37782,91.64
2023-11-24 05:00:00+00:00,MMM,91.67,92.3,92.33,91.5,1059855,20142,92.0
2023-11-27 05:00:00+00:00,MMM,92.35,93.38,93.75,92.29,3293901,44640,93.2
2023-11-28 05:00:00+00:00,MMM,93.23,94.76,95.33,92.87,4334616,60892,94.63
2023-11-29 05:00:00+00:00,MMM,95.47,94.72,95.67,94.39,2581645,38383,94.75
2023-11-30 05:00:00+00:00,MMM,94.89,95.3,96.27,94.52,6012543,48293,95.37
2023-12-01 05:00:00+00:00,MMM,95.08,96.05,96.4,94.42,2783825,44748,95.75
2023-12-04 05:00:00+00:00,MMM,96.52,99.5,99.83,96.42,5030211,62920,98.92
2023-12-05 05:00:00+00:00,MMM,98.84,97.82,99.08,97.58,3073380,45613,98.13
2023-12-06 05:00:00+00:00,MMM,97.8,98.88,99.64,97.76,3582784,54989,98.98
2023-12-07 05:00:00+00:00,MMM,99.13,99.35,99.69,98.5,2367807,35683,99.36
2023-12-08 05:00:00+00:00,MMM,99.44,99.44,100.92,99.08,3444015,42619,99.64
2023-12-11 05:00:00+00:00,MMM,99.75,99.23,100.24,98.81,3485900,45069,99.29
2023-12-12 05:00:00+00:00,MMM,99.65,98.66,99.78,98.45,4674523,53747,98.8
2023-12-13 05:00:00+00:00,MMM,98.12,100.23,100.24,95.92,5971953,76980,98.83
2023-12-14 05:00:00+00:00,MMM,100.99,102.97,103.53,100.97,5764490,82547,102.62
2023-12-15 05:00:00+00:00,MMM,102.3,102.91,103.44,101.93,11083431,67454,102.79
2023-12-18 05:00:00+00:00,MMM,102.93,101.84,103.22,101.64,3023962,45303,102.08
2023-12-19 05:00:00+00:00,MMM,102.32,102.21,102.68,101.86,2634931,38332,102.2
2023-12-20 05:00:00+00:00,MMM,101.77,99.72,102.23,99.69,3247439,45706,100.66
2023-12-21 05:00:00+00:00,MMM,100.25,101.54,101.61,100.15,2194162,35158,101.02
2023-12-22 05:00:00+00:00,MMM,101.85,102.28,103.32,101.73,2281685,36216,102.62
2023-12-26 05:00:00+00:00,MMM,102.25,104.0,104.46,102.23,2786348,41900,103.79
2023-12-27 05:00:00+00:00,MMM,103.89,104.6,104.95,103.58,2443795,41041,104.41
2023-12-28 05:00:00+00:00,MMM,104.53,105.52,105.99,104.52,2809576,43992,105.38
2023-12-29 05:00:00+00:00,MMM,105.33,105.16,105.78,104.61,2414408,38804,105.11
2024-01-02 05:00:00+00:00,MMM,104.49,105.81,106.45,104.32,2776824,49079,105.79
2024-01-03 05:00:00+00:00,MMM,105.07,103.69,105.29,102.74,2966239,44742,103.78
2024-01-04 05:00:00+00:00,MMM,103.97,104.05,105.18,103.61,2775925,37761,104.4
2024-01-05 05:00:00+00:00,MMM,103.87,104.46,105.32,103.46,1665358,30844,104.45
2024-01-08 05:00:00+00:00,MMM,104.14,104.72,104.81,103.5,2119575,36202,104.48
2024-01-09 05:00:00+00:00,MMM,104.08,104.95,105.14,103.26,2457998,38946,104.66
2024-01-10 05:00:00+00:00,MMM,104.87,104.18,104.97,103.74,1999818,36554,104.37
2024-01-11 05:00:00+00:00,MMM,104.18,104.78,104.85,103.13,2685752,40226,104.25
2024-01-12 05:00:00+00:00,MMM,105.26,104.01,105.97,103.78,2918538,39709,104.2
2024-01-16 05:00:00+00:00,MMM,103.57,103.54,103.96,102.62,3036611,49067,103.4
2024-01-17 05:00:00+00:00,MMM,102.78,102.04,103.56,101.51,2639507,42144,102.33
2024-01-18 05:00:00+00:00,MMM,102.28,102.39,102.68,101.33,2493062,39423,102.17
2024-01-19 05:00:00+00:00,MMM,102.68,103.66,104.24,101.1,3269495,50267,103.2
2024-01-22 05:00:00+00:00,MMM,104.37,103.91,105.24,103.31,4916060,73655,104.07
2024-01-23 05:00:00+00:00,MMM,97.02,92.44,97.02,90.53,27210880,306539,92.54
2024-01-24 05:00:00+00:00,MMM,92.96,89.69,93.35,89.2,9366637,133057,91.19
2024-01-25 05:00:00+00:00,MMM,90.21,92.33,92.62,90.05,6122942,90760,91.81
2024-01-26 05:00:00+00:00,MMM,92.56,92.34,93.21,92.14,3720173,58979,92.56
2024-01-29 05:00:00+00:00,MMM,92.35,92.71,93.2,91.81,3799983,56281,92.51
2024-01-30 05:00:00+00:00,MMM,92.51,92.11,92.84,91.17,3200456,51215,91.91
2024-01-31 05:00:00+00:00,MMM,92.29,90.76,92.29,90.58,6906829,65441,91.02
2024-02-01 05:00:00+00:00,MMM,90.8,92.26,92.37,90.37,3297348,52739,91.71
2024-02-02 05:00:00+00:00,MMM,91.65,91.26,91.77,90.7,3712641,57732,91.26
2024-02-05 05:00:00+00:00,MMM,90.66,89.2,90.66,89.06,4476887,74297,89.49
2024-02-06 05:00:00+00:00,MMM,89.21,90.19,90.28,88.88,3727668,52874,89.93
2024-02-07 05:00:00+00:00,MMM,91.0,90.27,91.11,89.94,3780861,55789,90.37
2024-02-08 05:00:00+00:00,MMM,90.57,89.65,90.79,89.18,3964295,66511,89.64
2024-02-09 05:00:00+00:00,MMM,89.65,89.36,89.75,88.87,3669089,55426,89.29
2024-02-12 05:00:00+00:00,MMM,89.58,91.03,91.44,89.51,4091695,60741,90.88
2024-02-13 05:00:00+00:00,MMM,89.75,89.13,90.41,87.91,4595564,79524,88.8
2024-02-14 05:00:00+00:00,MMM,89.46,88.9,89.69,88.66,5036865,76707,89.03
2024-02-15 05:00:00+00:00,MMM,89.46,90.32,90.49,89.08,3812207,56615,90.06
2024-02-16 05:00:00+00:00,MMM,89.81,89.21,89.99,89.17,4469540,61390,89.51
2024-02-20 05:00:00+00:00,MMM,89.07,89.77,90.42,88.5,4326602,57656,89.77
2024-02-21 05:00:00+00:00,MMM,89.58,89.66,89.92,88.95,3399345,55390,89.33
2024-02-22 05:00:00+00:00,MMM,89.52,90.17,90.36,89.1,4190480,63367,89.97
2024-02-23 05:00:00+00:00,MMM,90.33,90.51,90.86,89.86,3155887,49524,90.48
2024-02-26 05:00:00+00:00,MMM,90.12,89.77,90.43,89.4,3272899,51966,89.76
2024-02-27 05:00:00+00:00,MMM,89.95,90.24,90.29,89.44,2288509,42336,89.89
2024-02-28 05:00:00+00:00,MMM,89.95,89.42,90.56,89.37,2962410,45659,89.66
2024-02-29 05:00:00+00:00,MMM,89.95,90.06,90.23,89.32,5158385,50544,89.96
2024-03-01 05:00:00+00:00,MMM,89.98,89.81,89.98,88.86,3398066,55783,89.69
2024-03-04 05:00:00+00:00,MMM,89.07,89.4,89.8,88.46,5584244,75691,89.18
2024-03-05 05:00:00+00:00,MMM,89.62,90.62,91.3,89.53,4390990,71382,90.66
2024-03-06 05:00:00+00:00,MMM,91.4,90.45,91.6,89.88,3002829,50912,90.47
2024-03-07 05:00:00+00:00,MMM,90.97,90.55,91.22,90.05,3136796,50584,90.57
2024-03-08 05:00:00+00:00,MMM,91.4,91.8,92.62,91.1,4118618,58346,91.86
2024-03-11 04:00:00+00:00,MMM,91.88,91.95,92.35,91.37,3517219,53679,91.85
2024-03-12 04:00:00+00:00,MMM,97.96,96.52,98.6,94.98,13994416,171631,96.51
2024-03-13 04:00:00+00:00,MMM,97.49,101.75,101.77,96.98,10815510,141742,100.47
2024-03-14 04:00:00+00:00,MMM,101.05,100.82,102.21,99.96,6925204,101381,100.91
2024-03-15 04:00:00+00:00,MMM,100.7,102.66,103.18,100.48,26838610,125914,102.48
2024-03-18 04:00:00+00:00,MMM,102.2,102.46,103.92,102.09,5537228,79520,102.7
2024-03-19 04:00:00+00:00,MMM,103.43,102.97,104.61,102.22,5842707,77797,102.93
2024-03-20 04:00:00+00:00,MMM,102.65,105.7,106.66,102.11,7015254,88033,105.09
2024-03-21 04:00:00+00:00,MMM,105.78,105.46,106.75,105.38,6594170,75297,105.96
2024-03-22 04:00:00+00:00,MMM,105.2,104.4,105.71,104.37,4449245,54259,104.87
2024-03-25 04:00:00+00:00,MMM,103.54,102.5,104.42,102.44,5585278,65072,103.2
2024-03-26 04:00:00+00:00,MMM,101.74,100.34,102.33,100.11,6086736,81199,100.93
2024-03-27 04:00:00+00:00,MMM,100.7,102.25,102.43,100.69,3881023,57820,101.91
2024-03-28 04:00:00+00:00,MMM,102.27,103.7,103.89,102.25,4386102,55739,103.37
2024-04-01 04:00:00+00:00,MMM,89.02,91.92,92.23,86.26,13004810,169174,90.18
2024-04-02 04:00:00+00:00,MMM,91.02,90.77,92.31,89.85,8911976,101332,90.89
2024-04-03 04:00:00+00:00,MMM,91.26,91.11,92.59,90.43,6060218,80846,91.34
2024-04-04 04:00:00+00:00,MMM,92.38,88.52,93.53,88.22,5864178,80429,90.07
2024-04-05 04:00:00+00:00,MMM,88.41,89.0,89.38,87.54,3514007,57429,88.77
2024-04-08 04:00:00+00:00,MMM,89.16,89.88,90.82,89.16,3706736,55555,89.96
2024-04-09 04:00:00+00:00,MMM,90.04,90.54,91.12,89.95,4237654,54039,90.59
2024-04-10 04:00:00+00:00,MMM,89.73,90.56,90.64,88.55,3494855,54863,89.89
2024-04-11 04:00:00+00:00,MMM,90.77,91.1,91.47,90.41,2993671,51304,91.05
2024-04-12 04:00:00+00:00,MMM,90.69,89.27,90.74,89.11,3590310,55709,89.59
2024-04-15 04:00:00+00:00,MMM,89.93,89.26,90.7,88.72,3675020,50829,89.54
2024-04-16 04:00:00+00:00,MMM,88.91,89.02,89.29,88.16,3036971,50877,88.77
2024-04-17 04:00:00+00:00,MMM,89.68,88.93,90.05,88.31,3421571,49607,89.02
2024-04-18 04:00:00+00:00,MMM,89.36,89.44,90.37,88.84,3069409,47960,89.47
2024-04-19 04:00:00+00:00,MMM,89.2,90.21,90.34,89.07,3588522,52107,89.93
2024-04-22 04:00:00+00:00,MMM,90.47,90.55,90.64,89.65,2992931,44266,90.35
2024-04-23 04:00:00+00:00,MMM,90.9,90.92,91.94,90.71,3729824,49165,91.15
2024-04-24 04:00:00+00:00,MMM,90.52,89.97,91.15,89.38,3813358,47036,90.0
2024-04-25 04:00:00+00:00,MMM,89.54,89.37,89.95,88.63,2954822,45080,89.24
2024-04-26 04:00:00+00:00,MMM,89.46,89.78,90.13,89.05,4520901,48262,89.78
2024-04-29 04:00:00+00:00,MMM,89.52,90.1,90.55,89.52,4957288,60323,90.07
2024-04-30 04:00:00+00:00,MMM,93.59,94.35,95.66,91.69,16731854,168854,94.0
2024-05-01 04:00:00+00:00,MMM,95.91,96.24,97.47,95.11,11064300,132848,96.6
2024-05-02 04:00:00+00:00,MMM,95.77,94.65,96.2,94.49,6317061,81028,95.0
2024-05-03 04:00:00+00:00,MMM,95.4,94.98,96.0,94.68,4818713,58232,95.13
2024-05-06 04:00:00+00:00,MMM,94.92,94.43,95.57,94.38,4329454,51362,94.77
2024-05-07 04:00:00+00:00,MMM,94.43,93.41,95.01,93.39,4408969,57234,93.91
2024-05-08 04:00:00+00:00,MMM,93.26,94.2,94.29,92.89,3489861,45528,93.74
2024-05-09 04:00:00+00:00,MMM,93.94,95.16,95.2,93.76,2584177,36541,94.81
2024-05-10 04:00:00+00:00,MMM,96.35,96.72,97.43,95.98,4157896,58105,96.71
2024-05-13 04:00:00+00:00,MMM,96.79,97.41,99.47,96.79,5578802,71985,97.98
2024-05-14 04:00:00+00:00,MMM,97.7,97.85,98.94,97.57,2973067,48615,97.95
2024-05-15 04:00:00+00:00,MMM,97.95,98.98,99.4,97.91,4203343,66757,98.89
2024-05-16 04:00:00+00:00,MMM,99.45,102.52,102.87,99.32,8384504,101038,102.14
2024-05-17 04:00:00+00:00,MMM,102.86,102.91,103.36,102.34,5396497,68853,102.88
2024-05-20 04:00:00+00:00,MMM,102.87,102.86,103.67,102.29,3962667,56418,102.92
2024-05-21 04:00:00+00:00,MMM,102.55,100.84,102.69,100.36,4602985,67139,101.32
2024-05-22 04:00:00+00:00,MMM,100.35,99.22,100.81,98.7,3807843,63267,99.39
2024-05-23 04:00:00+00:00,MMM,98.87,97.97,98.97,97.38,3845510,57421,98.17
2024-05-24 04:00:00+00:00,MMM,98.27,98.13,98.97,97.8,2602227,43152,98.27
2024-05-28 04:00:00+00:00,MMM,98.02,97.16,98.56,96.31,4361056,65028,97.27
2024-05-29 04:00:00+00:00,MMM,96.29,96.05,96.39,95.26,4826562,65867,95.77
2024-05-30 04:00:00+00:00,MMM,96.18,96.68,96.71,95.39,4520612,60270,96.14
2024-05-31 04:00:00+00:00,MMM,96.54,98.59,98.7,95.91,21754438,81644,98.38
2024-06-03 04:00:00+00:00,MMM,98.82,98.22,99.23,97.44,4508226,50990,98.09
2024-06-04 04:00:00+00:00,MMM,97.47,97.09,97.87,96.17,4988057,55437,96.97
2024-06-05 04:00:00+00:00,MMM,97.29,97.53,98.11,96.36,3115445,48909,97.34
2024-06-06 04:00:00+00:00,MMM,97.27,96.7,98.01,96.64,2509997,42823,96.97
2024-06-07 04:00:00+00:00,MMM,97.97,99.3,100.38,96.88,5636659,72723,99.03
2024-06-10 04:00:00+00:00,MMM,98.88,99.1,100.27,98.73,3507587,48374,99.19
2024-06-11 04:00:00+00:00,MMM,98.55,99.75,99.9,97.69,2831634,43218,99.27
2024-06-12 04:00:00+00:00,MMM,101.03,99.65,102.08,99.2,3704729,54532,100.26
2024-06-13 04:00:00+00:00,MMM,100.44,99.97,101.21,99.18,5034653,51462,99.98
2024-06-14 04:00:00+00:00,MMM,98.95,99.34,99.85,97.77,2685142,44172,99.07
2024-06-17 04:00:00+00:00,MMM,98.44,98.98,99.87,98.38,3490032,51833,99.05
2024-06-18 04:00:00+00:00,MMM,98.52,99.21,99.9,98.51,3446167,50699,99.28
2024-06-20 04:00:00+00:00,MMM,98.71,100.09,100.76,98.64,3476766,51971,100.04
2024-06-21 04:00:00+00:00,MMM,100.35,100.81,100.86,99.39,7866227,49916,100.64
2024-06-24 04:00:00+00:00,MMM,100.6,101.4,101.9,100.11,2947967,45028,101.37
2024-06-25 04:00:00+00:00,MMM,101.29,100.47,101.59,99.72,5164160,62185,100.73
